,artist,song_name,closest_genre,lyric
427,Judy Garland,Over the Rainbow - Alternate Take,Jazz,"Somewhere, over the rainbow
Way up high
There's a land that I heard of
Once in a lullabye

Somewhere, over the rainbow
Skies are blue
And the dreams that you dare to dream
Really do come true

Some day I'll wish upon a star and wake up where the clouds are
far behind me
Where troubles melt like lemon drops away above the chimney tops
That's where you'll find me

Somewhere, over the rainbow
Blue birds fly
Birds fly over the rainbow
Why then, oh, why can't I?(x2)

If happy little bluebirds fly
Beyond the rainbow
Why, oh, why can't I?"
428,Harry James,Ciribiribin (They're So In Love),Jazz,"first recorded by writer Columbo in 1932
Words by Leo Robin and Music by Russ Columbo and Clarence Gaskill

Alone from night to night you'll find me
Too weak to break the chains that bind me
I need no shackles to remind me
I'm just a prisoner of love
For one command I stand and wait now
From one who's master of my fate now
I can't escape for it's too late now
I'm just a prisoner of love

What's the good of my caring if someone is sharing those arms with me
Although she has another, I can't have another for I'm not free

She's in my dreams awake or sleeping
Upon my knees to her I'm creeping
My very life is in her keeping
I'm just a prisoner of love

&lt;brief instrumental interlude&gt;

What's the good of my caring if someone is sharing those arms with me
Although she has another, I can't have another for I'm not free

She's in my dreams awake or sleeping
Upon my knees to her I'm creeping
My very life is in her keeping
I'm just a prisoner of love

Transcribed by Ronald E. Hontz"
429,Lead Belly,Goodnight Irene,Folk,"Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams

Sometimes I live in the country
Sometimes I live in town
Sometimes I have a great notion
To jump into the river and drown

Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams

Quit ramblin' and quit gamblin'
Quit stayin' out late at night
Stay home with your wife and family
Sit down by the fireside bright

Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams

I asked your mother for you
She told me you was too young

I wished to God I'd never seen your face
I's sorry you ever was born

Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams

I love Irene, God knows I do
I'll love her till the seas run dry
And if Irene turns her back on me
I'd take morphine and die

Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams

You cause me to weep, you cause me to mourn
You cause me to leave my home
But the very last words I heard her say
Was ""Please sing me one more song""

Irene goodnight, Irene goodnight
Goodnight Irene, goodnight Irene
I'll see you in my dreams"
430,Harry James,The Man With The Horn,Jazz,"This is a man's world, this is a man's world
But it wouldn't be nothing, nothing without a woman or a girl

You see, man made the cars to take us over the road
Man made the trains to carry heavy loads
Man made electric light to take us out of the dark
Man made the boat for the water, like Noah made the ark

This is a man's, a man's, a man's world
But it wouldn't be nothing, nothing without a woman or a girl

Man thinks about a little baby girls and a baby boys
Man makes then happy 'cause man makes them toys
And after man has made everything, everything he can
You know that man makes money to buy from other man

This is a man's world
But it wouldn't be nothing, nothing without a woman or a girl

He's lost in the wilderness
He's lost in bitterness"
431,Harry James,Music Makers,Jazz,"Is it a warning?
Is it an evil sign?
Is it a people
who have lost their mind?
Is it the darkness?
Is it a man resigned?
Is it a best friend
leaving you behind?
Is it a bad day
for human kind?
Is it a prophet
with a one track mind?
Is it a finish?
Is it a fearful find?
Is it the center
as your world unwinds?

And if I can’t hear the music
And the audience is gone
I’ll dance here on my own.
And I hope the lonely hearts club band
Will play out one last song
Before the sun goes down.

And there she goes
And there she goes

And is it evil?
Should it really make you sick?
Is now the time that you realize
you’d better get out quick?
And is it envy
Or pride that makes them vain?
Did you give your all
But you’re only small
And now your body’s drained?
This is never gonna stop.
They will never let you go.
You're in a rush.
They don’t care enough.
’Cause their lives are very slow.
Time is ticking on.
Too long to fake your smile.
But then you sold your soul for a leading role
So wear it for a while.

And if I can’t hear the music
And the audience is gone
I’ll dance here on my own.
And I hope the lonely hearts club band
Will play out one last song
Before the sun goes down.

And there she goes
And there she goes

So run Yoshimi run
‘Cause Billy’s got himself a gun
And you're right to be afraid
They'll send you to your grave
‘Cause it’s strange and new

And if I can’t hear the music
And the audience is gone
I’ll dance here on my own.
And I hope the lonely hearts club band
Will play out one last song
Before the sun goes down.

And there she goes
And there she goes

So run Yoshimi run
‘Cause Billy’s got himself a gun
And you're right to be afraid
They'll send you to your grave
‘Cause it’s strange and new

So run Yoshimi run
‘Cause Billy’s got himself a gun
And you're right to be afraid
They'll send you to your grave
‘Cause it’s strange and new

And if I can’t hear the music
And the audience is gone
I’ll dance"
432,Lead Belly,New Orleans (The Rising Sun Blues),Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
433,Lead Belly,Big Fat Woman,Folk,"With a purple umbrella and a fifty cent hat
Livin', lovin', she's just a woman
Missus cool rides out in her aged Cadillac
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Alimony, alimony, payin' your bills
Livin', lovin', she's just a woman
When your conscience hits, you knock it back with pills
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Tellin' tall tales of how it used to be
Livin', lovin', she's just a woman
With the butler and the maid and the servants three
Livin', lovin', she's just a woman

Nobody hears a single word you say
Livin', lovin', she's just a woman
But you keep on talkin' 'til your dyin' day
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Livin', lovin', she's just a woman
Livin', lovin', she's just a woman
Livin', lovin', she's just a woman"
434,Harry James,Trumpet Blues & Cantabile,Jazz,"Look over yonder what do you see?
The sun is a-risin' most definitely
A new day is comin' people are changin'
Ain't it beautiful? crystal blue persuasion

Better get ready gonna see the light
Love, love is the answer and that's all right
So don't you give up now so easy to find
Just look to your soul and open your mind

Crystal blue persuasion, mm-hmm
It's a new vibration
Crystal blue persuasion, crystal
Blue persuasion

Maybe tomorrow when He looks down
Every green field and every town
All of his children every nation
There'll be peace and good brotherhood
Crystal blue persuasion"
435,Harry James,You Made Me Love You,Jazz,"first recorded by writer Columbo in 1932
Words by Leo Robin and Music by Russ Columbo and Clarence Gaskill

Alone from night to night you'll find me
Too weak to break the chains that bind me
I need no shackles to remind me
I'm just a prisoner of love
For one command I stand and wait now
From one who's master of my fate now
I can't escape for it's too late now
I'm just a prisoner of love

What's the good of my caring if someone is sharing those arms with me
Although she has another, I can't have another for I'm not free

She's in my dreams awake or sleeping
Upon my knees to her I'm creeping
My very life is in her keeping
I'm just a prisoner of love

&lt;brief instrumental interlude&gt;

What's the good of my caring if someone is sharing those arms with me
Although she has another, I can't have another for I'm not free

She's in my dreams awake or sleeping
Upon my knees to her I'm creeping
My very life is in her keeping
I'm just a prisoner of love

Transcribed by Ronald E. Hontz"
436,Judy Garland,Over the Rainbow Reprise - Outtake; Alternate Version,Jazz,"Somewhere, over the rainbow
Way up high
There's a land that I heard of
Once in a lullabye

Somewhere, over the rainbow
Skies are blue
And the dreams that you dare to dream
Really do come true

Some day I'll wish upon a star and wake up where the clouds are
far behind me
Where troubles melt like lemon drops away above the chimney tops
That's where you'll find me

Somewhere, over the rainbow
Blue birds fly
Birds fly over the rainbow
Why then, oh, why can't I?(x2)

If happy little bluebirds fly
Beyond the rainbow
Why, oh, why can't I?"
437,Sonny Boy Williamson I,Christmas Morning Blues,Blues,"There is something special
About this time of year
The christmas feeling's everywhere
I just got home to join you
I've been away too long (been away too long)
But now I'm back
To share my love
Friends are reunited
One big family
Filled with love
To last throughout the year

[Chorus:]
Christmas time, time to share our love
Come and join the tidings to the world
Christmas time, the best time of the year
Yes, it's christmas time

You and me together
A sleigh ride in the park
A loving kiss straight, straight from my heart
Snowflakes are falling gently
The smell of chestnuts in the air
And the Christmas lights they gleam across the sky
Oh oh oh, it's Christmas time

[Chorus]

Do you remember? (do you remember)
Everything felt so right
When I held you close to me
Do you remember?
Those cold Christmas nights
When we saw the world in harmony

[Chorus]

Christmas time, time to share our love
Come and join the tidings to the world (x4)

[Chorus to fade]"
438,Judy Garland,Over the Rainbow - Partial Take,Jazz,"Somewhere, over the rainbow
Way up high
There's a land that I heard of
Once in a lullabye

Somewhere, over the rainbow
Skies are blue
And the dreams that you dare to dream
Really do come true

Some day I'll wish upon a star and wake up where the clouds are
far behind me
Where troubles melt like lemon drops away above the chimney tops
That's where you'll find me

Somewhere, over the rainbow
Blue birds fly
Birds fly over the rainbow
Why then, oh, why can't I?(x2)

If happy little bluebirds fly
Beyond the rainbow
Why, oh, why can't I?"
439,Lead Belly,Line Em',Folk,"Cat's in the cupboard and she can't find me
Oh the Rock Island Line is a mighty fine line
Oh the Rock Island Line is the road to ride
If you want to ride, you gotta ride it like you're flyin'
Get your ticket at the station on the Rock Island Line

Maybe I'm right, maybe I'm wrong
Lawd you gonna miss me when I'm gone
Oh the Rock Island Line is a mighty fine line
Oh the Rock Island Line is the road to ride
If you want to ride, you gotta ride it like you're flyin'
Get your ticket at the station on the Rock Island Line

Jesus died to save our sins
Glory to God I'm gonna see Him again
Oh the Rock Island Line is a mighty fine line
Oh the Rock Island Line is the road to ride
If you want to ride, you gotta ride it like you're flyin'
Get your ticket at the station on the Rock Island Line

Moses stood on the Red Sea shore
Smothin' the water with a two-by-four
Oh the Rock Island Line is a mighty fine line
Oh the Rock Island Line is the road to ride
If you want to ride, you gotta ride it like you're flyin'
Get your ticket at the station on the Rock Island Line"
440,Artie Shaw,Dancing In The Dark,Jazz,"Dancing In the Dark
Artie Shaw
Music and Lyrics by Arthur Schwartz and Howard Dietz
From The Band Wagon

Dancing in the dark,
Till the tune end
Were dancing in the dark,
And it soon ends.
Were waltzing in the wonder
Of why were here;
Time hurries by,
Were here and gone.
Looking for the light
Of a new love
To brighten up the night.
I have you to love,
And we can face the music together;
Dancing in the dark.

What though love is old?
What though song is old?
Through them we can be young.
Hear this heart of mine
Make yours part of mine.
Dear one, tell me that were one!
Dancing in the dark!

From: Lynncw@aol.com"
441,Lead Belly,Bourgeois Blues,Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
442,Lead Belly,Blue Tail Fly,Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
443,Lead Belly,The Gallis Pole,Folk,"Hangman, hangman, hold it a little while
Think I see my friends coming, riding a many mile
Friends, did you get some silver?
Did you get a little gold?
What did you bring me, my dear friends, to keep me from the gallows pole?
What did you bring me, to keep me from the gallows pole?

I couldn't get no silver, I couldn't get no gold
You know that we're too damn poor to keep you from the gallows pole

Hangman, hangman, hold it a little while
I think I see my brother coming, riding a many mile
Brother, did you get me some silver?
Did you get a little gold?
What did you bring me, my brother, to keep me from the gallows pole?

Brother, I brought you some silver, yeah, I brought a little gold
I brought a little of everything to keep you from the gallows pole
Yes, I brought you, to keep you from the gallows pole

Hangman, hangman, turn your head awhile
I think I see my sister coming, riding a many mile, mile, mile, mile
Sister, I implore you, take him by the hand
Take him to some shady bower, save me from the wrath of this man
Please take him, save me from the wrath of this man, man

Hangman, hangman, upon your face a smile
Tell me that I'm free to ride
And ride for many mile, mile, mile

Oh, yes, you got a fine sister, she warmed my blood from cold
She brought my blood to boiling hot to keep you from the gallows pole
Your brother brought me silver, and your sister warmed my soul
But now I laugh and pull so hard, see you swinging on the gallows pole, yeah
But now I laugh and pull so hard, see you swinging on the gallows pole, pole, pole
Swingin' on the gallows pole
Swingin' on the gallows pole
Swingin' on the gallows pole
Swingin' on the gallows pole, pole, pole, pole, pole, pole, pole"
444,Lead Belly,Where Did You Sleep Last Night?,Folk,"It was an April morning when they told us we should go.
As I turned to you, you smiled at me; how could we say no?
Whoa, the fun to have! To live the dreams we always had.
Whoa, the songs to sing! When we at last return again.

Sending off a glancing kiss to those who claim they know
Below the streets that steam and hiss, the devil's in his home.
Whoa, to sail away! Sandy lands and other days.
Whoa, to touch the dream! That hides inside and is never seen, yeah.

Into the sun of south and north at last the birds have flown.
The shackles of commitment fell in pieces on the ground.
Whoa, to ride the wind! To tread the air above the din.
Whoa, to laugh aloud! Dancing high above the crowd.

Seek the man whose pointing hand the giant step unfolds.
With guidance from the curving path that churns up into stone!
If one bell should ring, celebration for a king.
So fast the heart should beat, as proud the head with heavy feet, yeah.

[Solo]

Days went by when you and I made an eternal summer's glow
As far away and distant, our mutual time to grow.
Whoa, the sweet refrain! It soothes the soul and calms the pain.
Oh, Albion remains! Sleeping now to rise again.

Wandering the wanderings. What place to rest the search?
Where the mighty arms of Atlas hold the heavens from the earth!
Where the mighty arms of Atlas hold the heavens from the earth!
From the earth!

I know the way, know the way, know the way, know the way.
I know the way, know the way, know the way, know the way.

Where the mighty arms of Atlas hold the heavens from the earth!"
445,Lead Belly,Roberta,Folk,"Oh, Roberta tell me how long, how long
Oh, Roberta tell me how long, how long
Are you gonna keep me down here, baby
Singing this same ol' song

I'm down on the river
Sitting down on the ground
I'm down on the river
Sitting down on the ground
I'm gonna stay right here
Until that steamboat come down

Way up the river
Just as far as I can see
Way up the river
Just as far as I can see
I thought I spied my old time used to be

She's a brown-skinned woman
And she got long, black wavy hair
She's a brown-skinned woman
And she got long, black wavy hair
That woman looks so good, baby
She can lead me most anywhere

I'm going to the station, talk to that chief of police
(what you gonna tell him?)
I'm going to the station, talk to that chief of police
Tell him that Roberta done quit me
I can't see no peace

Oh, Roberta, don't you hear me callin' you?
Oh, Roberta, you hear me callin' you?
I got just one more thing, baby
I want you to do"
446,Lead Belly,De Kalb Blues,Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
447,Lead Belly,Borrow Love & Go,Folk,"You need coolin'
Baby, I'm not foolin'
I'm gonna send you
Back to schoolin'
Way down inside honey, you need it
I'm gonna give you my love
I'm gonna give you my love

Oh, wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

You've been learnin'
Baby, I been learnin'
All them good times, baby, baby
I've been yearnin'
Way way down inside, honey, you need it
I'm gonna give you my love
I'm gonna give you my love

Oh! Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

I don't want, ah

Ahh, ahh
Ahh, ahh, ahh
Ah-ah, ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh
Ahh, ahh, ah! No, no, no, no
Ah

Lord!
Lo-ooh-whoa-ooh-whoa-ooh-whoa-ooh-whoa!

You've been coolin'
Baby, I've been droolin'
All the good times, baby
I've been misusin'
Way way down inside
I'm gonna give you my love
I'm gonna give you every inch of my love
Gonna give you my love
Hey! Alright! Let's go!

Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

Way down inside, woman, you need it
Lord!

My, my, my, my
My, my, my, my
Oh!
Shake for me, girl
I wanna be your back door man
Hey, oh, hey, oh, hey, oh
Oooh ahh
Oh, oh, oh, oh
Ooh my, my babe

Keep it coolin' baby
A-keep it coolin' baby
A-keep it coolin' baby
Ah-keep it coolin' baby
Ahh, ahhh-hahhh-oh"
448,Lead Belly,Big Fat Woman,Folk,"With a purple umbrella and a fifty cent hat
Livin', lovin', she's just a woman
Missus cool rides out in her aged Cadillac
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Alimony, alimony, payin' your bills
Livin', lovin', she's just a woman
When your conscience hits, you knock it back with pills
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Tellin' tall tales of how it used to be
Livin', lovin', she's just a woman
With the butler and the maid and the servants three
Livin', lovin', she's just a woman

Nobody hears a single word you say
Livin', lovin', she's just a woman
But you keep on talkin' 'til your dyin' day
Livin', lovin', she's just a woman

Come on babe, on the round about
Ride on the merry-go-round
We all know what your name is
So you better lay your money down

Livin', lovin', she's just a woman
Livin', lovin', she's just a woman
Livin', lovin', she's just a woman"
449,Lead Belly,Bring Me Li'l Water Silvy,Folk,"Baby, baby
I'm gonna bring it on home to you
I've got my ticket, I've got that load
Got up, gone higher, all aboard
Take my seat, right way back, ooh yeah
Watch this train roll down the track
I'm gonna bring it on home
Bring it on home to you
Watch out, watch out, make room

Try to tell you baby
What you tryin' to do?
Tryin' to love me baby
Love some other man too
Bring it on home
Bring it on home

Went a little walk downtown
Messed and got back late
Found a note there waitin', it said
""Daddy, I just can't wait""
Bring it on home
Bring it on home
Bring it back home
Bring it back home to me baby

Tell you, pretty baby
You love to mess me 'round
I'm gonna give you lovin', baby
Gonna move you out o' town
Bring it on home
Bring it on home

Sweetest little baby
Daddy ever saw
I'm gonna give you lovin' baby
I'm gonna give you more
Bring it on home
Bring it on home
Bring it on home

Bring it on home
Bring it on home to you"
450,Lead Belly,Noted Rider (no Good Rider),Folk,"In the days of my youth, I was told what it means to be a man
Now I've reached that age, I've tried to do all those things the best I can
No matter how I try, I find my way into the same old jam

Good times, bad times, you know I've had my share
When my woman left home for a brown eyed man
Well, I still don't seem to care

Sixteen, I fell in love with a girl as sweet as could be
It only took a couple of days 'til she was rid of me
She swore that she would be all mine and love me 'til the end
But when I whispered in her ear, I lost another friend, oh

Good times, bad times, you know I've had my share
When my woman left home for a brown eyed man
Well, I still don't seem to care

Good times, bad times, you know I've had my share
When my woman left home for a brown eyed man
But I still don't seem to care

I know what it means to be alone, I sure do wish I was at home
I don't care what the neighbors say, I'm gonna love you each and every day
You can feel the beat within my heart
Realize, sweet babe, we ain't ever gonna part
I feel good when I look into your eyes"
451,Sonny Boy Williamson I,My Baby I've Been Your Slave,Blues,"Well its been building up inside of me
For oh I don't know how long
I don't know why but I keep thinking
Something's bound to go wrong

But she looks in my eyes
And makes me realize
And she says ""Don't worry baby""
Don't worry baby
Don't worry baby
Everything will turn out alright

Don't worry baby
Don't worry baby
Don't worry baby

I guess I should've kept my mouth shut
When I started to brag about my car
But I can't back down now because
I pushed the other guys too far

She makes me come alive
And makes me wanna drive
When she says ""Don't worry baby""
Don't worry baby
Don't worry baby
Everything will turn out alright

Don't worry baby
Don't worry baby
Don't worry baby

She told me ""Baby, when you race today
Just take along my love with you
And if you knew how much I loved you
Baby nothing could go wrong with you""

Oh what she does to me
When she makes love to me
And she says ""Don't worry baby""
Don't worry baby
Don't worry baby
Everything will turn out alright

Don't worry baby
Don't worry baby
Don't worry baby"
452,Sonny Boy Williamson I,Bad Luck Blues,Blues,"I'll have a blue Christmas without you
I'll be so blue thinkin' about you
Decorations of red on a green Christmas tree
Won't mean a thing if you're not here with me

I'll have a blue Christmas, that's certain
And when that blue heartache starts hurtin'
You'll be doin' all right with your Christmas of white
But I'll have a blue, blue Christmas

You'll be doin' all right with your Christmas of white
But I'll have a blue, blue Christmas"
453,Aztec Camera,Do I Love You?,Electronic,"Do I love you, do I?
Doesn't one and one make two?
Do I love you, do I?
Does July need a sky of blue?
Would I miss you, would I?
If you ever should go away?
If the sun should desert the day,
What would life be?
Will I leave you never?
Could the ocean leave the shore?
Will I worship you forever?
Isn't heaven forevermore?
Do I love you, do I?
Oh, my dear, It's so easy to see
Don't you know that I do?
Don't I show you I do?
Just as you love me?

---

Do I love you, do I?
Doesn't one and one make two?
Do I love you, do I?
Does July need a sky of blue?
Do I love you, do I?
Oh, my dear, It's so easy to see
Don't you know that I do?
Don't I show you I do?
Just as you love me?"
454,Lead Belly,The Bourgeois Blues,Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
455,Jimmie Lunceford,Uptown Blues,Jazz,"Dengue woman
Stay away from me
Dengue woman
Stay away from me
You got your fever and you rush
Over me

That's why
Everyday you bring me misery
Everyday you give me misery
I think about jumpin'
Jumpin' in the deep blue see

You got me all crazy
I can't get outta bed
Bones are achin'
(?) in my head
Dengue woman
Stay away from me
I've got your aches and things
Over me"
456,Benny Goodman,Air Mail Special - live,Jazz,"You must be a special lady
(Billy, you sing the first verse)
[Come on, Herb, sing, sing it, man]
And a very exciting girl
(Al, bring that bass out, man)
[Hey man, I'll bring it out a little bit more)
You gotta be a special lady
(Let's get down once more, come on)
'Cause you got me sittin' on top of the world
Sittin' on top of the world

Somehow I knew it would be you
To change my gray skies to blue
And it was strange when you called my name
Ever since that day I haven't been the same, ooh

Before I met you, my sun didn't want to shine
Then all of a suddenly you slipped up from behind
Pop (Pop) went the reason in my mind

A sweet special lady
And a very exciting girl (ooh, so exciting)
You gotta be a special lady (what a lady)
'Cause you got me sittin' on top of the world
Sittin' on top of the world

I was like a song so out of key
Then you came and gave my soul a melody
Thanks to you, for pullin' me through
I've always lost but now I win with you

Before I met you, my sun didn't want to shine
Then all of a suddenly you slipped up from behind
Pop (pop) went the reason in my mind

(You must be a special lady) you're a lady
(And a very exciting girl) so exciting, woo
(You gotta be a special lady) you're a lady
('Cause you got me sittin' on top of the world)
Oh, sittin' on top of the world
You're a lady
(Sittin' on top of the world)
(Sittin' on top of the world)

Before I met you, my sun didn't want to shine
Then all of a suddenly you slipped up from behind
Pop (Pop) went the reason in my mind"
