artist,song_name,closest_genre,lyric,length_lyric
Cliff Richard,Mistletoe and Wine,Rock,"The child is a king, the carolers sing
The old has passed, there's a new beginning
Dreams of Santa, dreams of snow
Fingers numb, faces aglow

It's Christmas time, mistletoe and wine
Children singing Christian rhyme
With logs on the fire and gifts on the tree
A time for rejoicing in all that we see

A time for living, a time for believing
A time for trusting, not deceiving
Love and laughter and joy ever after
Ours for the taking, just follow the master

Christmas time, mistletoe and wine
Children singing Christian rhyme
With logs on the fire and gifts on the tree
A time for rejoicing in all that we see

(Silent night holy night)

It's a time for giving, a time for getting
A time for forgiving, and for forgetting
Christmas is love, Christmas is peace
A time for hating and fighting to cease",146
Lynyrd Skynyrd,All I Can Do Is Write About It,Rock,"Well this life that I live
has took me everywhere
There ain't no place I ain't never gone
Well it's kind of like the sayin
that you heard so many times
""Well there just ain't no place like home"".

Did you ever see a She-Gator
protect her youngin?
Or fish in a river swimmin' free?
Did you ever see the beauty
of the hills of Carolina?
Or the sweetness
of the grass in Tennessee?

And Lord I can't make any changes
All I can do is write em in a song
Cuz when I can seen the concrete
a slowly creeping
Lord take me and mine before that comes

Do ya like to see a mountain stream a flowin?
Do ya like to see a youngin with his dog?
Did ya ever stop and think about
well, the air your breathing?
Well ya better listen to my song

And Lord I can't make any changes
All I can do is write em in a song
Cuz when I can see the concrete
a slowly creeping
Lord take me and mine before that comes

I'm not tryin to put down no big city
But the things they write about us is just a bore
You can take a boy out of ole' Dixieland
Lord, but you'll never take ole' Dixie from a boy

And Lord I can't make any changes
All I can do is write em in a song
Cuz when I can see the concrete
a slowly creeping
Lord take me and mine before that comes

Cuz I can see the concrete
a slowly creeping
Lord take me and mine before that comes...

RIP SAM I LOVE AND MISS YOU !!!!!!!",282
The Rolling Stones,As Tears Go By - Mono Version,Rock,"She said ""i'll throw myself away,
They're just photos after all""
I can't make you hang around.
I can't wash you off my skin.
Outside the frame, is what we're leaving out
You won't remember anyway

I can go with the flow
But don't say it doesn't matter, matter anymore
I can go with the flow
Do you believe it in your head?

It's so safe to play along
Little soldiers in a row
Falling in and out of love
With something sweet to throw away
But I want something good to die for
To make it beautiful to live.
I want a new mistake, lose is more than hesitate.
Do you believe it in your head?

I can go with the flow
But don't say it doesn't matter, matter anymore
I can go with the flow
Do you believe it in your head?",144
White Zombie,Super Charger Heaven,Rock,"Jesus lived his life in a cheap hotel
on the edge of Route 66 yeah He lived a dark andtwisted life and he came right back just to do it
again - Eye for and eye and a tooth for the truth -I ain't never seen a demon warp deal'n aring-a-ding rhythm or jukebox racket my
mind can't clutch the feeling - yeah!

DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH
DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH

Hell hounds lead at the cowardly kings
And carry souls across the river Styx
yeah! They see no evil and feel no pain
Sucking juice from a fallen angel - I dreamedI was a super nova f**ker nitro-
Burning and fuel injection - Feed the gods a strychnineSoul a motherf**ker of invention

DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH
DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH

Yeah inbreed the witchesand woship the dogs
Deformed and f**k'n lazy
Damn yourself and choke
On my name I'd love to love ya baby
Deadringer rats swinging in the trees
Immaculate conception Bury me an angel God I needsome inspiration

DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH
DEVILMAN - DEVILMAN - calling DEVILMANrunning in MY HEAD YEAH",215
Elton John,Amoreena,Rock,"Lately I've been thinking how much I miss my lady
Amoreena's in the cornfield brightening the daybreak
Living like a lusty flower, running through the grass for hours
Rolling through the hay like a puppy child

And when it rains, the rain falls down
Washing out the cattle town
And she's far away somewhere in her eiderdown
And she dreams of crystal streams
Of days gone by when we would lean,
Laughing fit to burst upon each other

I can see you sitting eating apples in the evening
The fruit juice floating slowly, slowly, slowly
Down the bronze of your body
Living like a lusty flower, running through the grass for hours
Rolling through the hay like a puppy child

And when it rains, the rain falls down
Washing out the cattle town
And she's far away somewhere in her eiderdown
And she dreams of crystal streams
Of days gone by when we would lean,
Laughing fit to burst upon each other

Oh if only I could nestle in the cradle of your cabin
My arms around your shoulders the windows wide and open
While the swallow and the sycamore are playing in the valley
I miss you Amoreena like a king bee misses honey.",205
Fleetwood Mac,The Green Manalishi (With the Two Prong Crown) - 2018 Remaster,Rock,"I know there's nothing to say -
Someone has taken my place.
When times go bad,
When times go rough,
Won't you lay me down in the tall grass
And let me do my stuff?

I know I go nothing on you
I know there's nothing to do.
When times go bad
You can't get enough...
Won't you lay me down in the tall grass
And let me do my stuff?

Bam bam bam bam ba bam
Bam bam bam bam ba bam
Bam bam bam babambabam bababam

do do de do

Bam bam bam bam ba bam
Bam bam bam bam ba bam
Bam bam bam babambabam bababam

One thing I think you should know...
I ain't gonna miss you when you go.
Been down so long,
I've been tossed around enough...
Oh, won't you just let me go down
And do my stuff?

I know you're hoping to find
Someone who's gonna give you peace of mind.
When times go bad,
When times go rough,
Won't you lay me down in the tall grass
And let me do my stuff?

Bam bam bam bam ba bam
Bam bam bam bam ba bam
Bam bam bam babambabam bababam

do do de do

Bam bam bam bam ba bam
Bam bam bam bam ba bam
Bam bam bam babambabam bababam

do it do it do it

Bam bam bam bam ba bam
Bam bam bam bam ba bam
Bam bam bam babambabam bababam

I'm just second hand news, I'm just second hand news...
yeah...
I'm just second hand news, I'm just second hand news...
yeah...
I'm just second hand news, I'm just second hand news...
yeah...
I'm just second hand news, I'm just second hand news...
yeah...",287
Elvis Presley,Can't Help Falling in Love,Rock,"Love me tender, love me sweet,
Never let me go.
You have made my life complete,
And I love you so.

Love me tender, love me true,
All my dreams fulfill.
For my darling, I love you,
And I always will.

Love me tender, love me long,
Take me to your heart
For it's there that I belong
And we'll never part

Love me tender, love me true,
All my dreams fulfill.
For my darling, I love you,
And I always will.

Love me tender, love me dear,
Tell me you are mine.
I'll be yours through all the years,
Till the end of time.

When at last my dreams come true,
Darling, this I know:
Happiness will follow you,
Everywhere you go.

Love me tender, love me true,
All my dreams fulfill.
For my darling, I love you,
And I always will.",143
Steely Dan,Reelin' In The Years,Rock,"Your everlasting summer and you can see it fading fast
So you grab a piece of something that you think is gonna last
Well, you wouldn't know a diamond if you held it in your hand
The things you think are precious I can't understand

Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine
Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine

You've been telling me you're a genius since you were seventeen
In all the time I've known you I still don't know what you mean
The weekend at the college didn't turn out like you planned
The things that pass for knowledge I can't understand

Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine
Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine

I've spent a lot of money and I've spent a lot of time
The trip we made to Hollywood is etched upon my mind
After all the things we've done and seen you find another man
The things you think are useless I can't understand

Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine
Are you reelin' in the years
Stowin' away the time
Are you gatherin' up the tears
Have you had enough of mine",267
Alabama,Roll On (Eighteen Wheeler),Rock,"Chorus:
Roll on highway, roll on along
Roll on daddy till you get back home
Roll on family, roll on crew
Roll on momma like I asked you to do
And roll on eighteen-wheeler, roll on. (roll on.)

Well, it's Monday morning, he's kissin' momma goodbye
He's up and gone with the sun
Daddy drives an eighteen-wheeler
And he's off on a midwest run
As three sad faces gather round momma
They ask her when daddy's comin' home
Daddy drives an eighteen-wheeler
And they sure miss him when he's gone (yeah they do)
Ah, but he calls them everynight
And he tells them that he loves them
And he taught them this song to sing.

Chorus:
Roll on highway, roll on along
Roll on daddy till ya get back home
Roll on family, roll on crew
Roll on momma like I asked you to do
And roll on eighteen-wheeler roll on. (roll on.)

Well, it's Wednesday evening, momma's waitin by the phone
It rings but it's not his voice
Seems the highway patrol has found a jackknifed rig
In a snow bank in Illinois
But the driver was missin'
And the search had been abandoned.
'Cause the weather had everything stalled
And they had checked all the houses and the local motels
When they had some more news they'd call
And she told them when they found him
To tell him that she loved him
And she hung up the phone singin'.

Chorus:
Roll on highway, roll on along
Roll on daddy till ya get back home
Roll on family, roll on crew
Roll on momma like I asked you to do
And roll on eighteen-wheeler roll on.

Momma and the children will be waiting up all night long
Thinkin' nothing but the worst is comin'
With the ringin' of the telephone
Oh, but the man upstairs was listening
When momma asked him to bring daddy home
And when the call came in it was daddy on the other end
Askin' her if she had been singin' the song, singin'.

Chorus:
Roll on highway, roll on along
Roll on daddy till ya get back home
Roll on family, roll on crew
Roll on momma like I asked you to do
And roll on eighteen-wheeler roll on (roll on)

Eighteen-wheeler
Eighteen-wheeler
Eighteen-wheeler
Eighteen-wheeler

Roll on
Roll on...",386
The Hollies,The Air That I Breathe - 2008 Remaster,Rock,"If I could make a wish
I think I'd pass
Can't think of anything I need
No cigarettes, no sleep, no light, no sound
Nothing to eat, no books to read

Making love with you
Has left me peaceful, warm, and tired
What more could I ask
There's nothing left to be desired
Peace came upon me and it leaves me weak
So sleep, silent angel, go to sleep

Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe

Peace came upon me and it leaves me weak
So sleep, silent angel, go to sleep

Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe

Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you",210
Soundgarden,Outshined,Rock,"I got up feeling so down
I got off being sold out
I've kept the movie rolling
But the story's getting old now

Oh yeah

I just looked in the mirror
Things aren't looking so good
I'm looking California
And feeling Minnesota

Oh yeah

So now you know
Who gets mystified
So now you know
Who gets mystified

Show me the power child, I'd like to say
That I'm down on my knees today
Yeah it gives me the butterflies, gives me away
'til I'm up on my feet again

I'm feeling
Oh I'm feeling
outshined, outshined, outshined, outshined

Oh yeah

Someone let the dogs out
They'll show you where the truth is
The grass is always greener
Where the dogs are shedding

Oh yeah

I'm feeling that I'm sober
Even though I'm drinking
I can't get any lower
Still I feel I'm sinking

So now you know
Who gets mystified
So now you know
Who gets mystified

Show me the power child, I'd like to say
That i'm down on my knees today
yeah it gives me the butterflies, gives me away
'til I'm up on my feet again

I'm feeling
Oh I'm feeling
outshined, outshined, outshined, outshined

Ooh yeah!

Outshined

So now you know
Who gets mystified

Show me the power child, I'd like to say
That I'm down on my knees today
It gives me the butterflies, gives me away
'til I'm up on my feet again

Oh I'm feeling
Oh i'm feeling

Show me the power child, I'd like to say
That I'm down on my knees today
Yeah it gives me the butterflies, gives me away
'til I'm up on my feet again

Oh I'm feeling
Oh I'm feeling
outshined, outshined, outshined, outshined",288
Don Henley,The Last Worthless Evening,Rock,"I know you broke up with him
And your heart's still on the shelf
It's been over two years for me
And I'm still not quite myself
You can't be with someone new
And you can't go back to him
You're beginning to realize
That it's sink or swim

I see you around sometimes
And my heart just melts
You're lookin' like if you had your wish
You'd be somewhere else
And it just breaks my heart
To see you here this way
Someday I'll get the nerve
To walk up to you and say

This is the last worthless evening
That you'll have to spend
Just gimme a chance
To show you how to love again
This is the last worthless evening
That you'll have to spend
Cause I'll be there
When your broken heart is on the mend

Every night it's the same old crowd in smokey rooms
You catch a faint glimpse of love sometimes
But it never blooms
I've been around this block a time or two
And I've made some big mistakes
But girl I promise you, I promise you

This is the last worthless evening
That you'll have to spend
Just gimme a chance
To show you how to love again
This is the last worthless evening
That you'll have to spend
Cause it won't be long
Til your little heart is on the mend

(time, time, tickin, tickin, tickin away)
(time, time, tickin, tickin, tickin)
(time, time, tickin, tickin, tickin away)
(time, time, tickin, tickin, tickin)

People inside their houses
With the shades pulled down
God knows we could use some romance
In this sleepy bedroom town
I know you're still afraid to rush into anything
But there're just so many summers, babe
And just so many springs

And this is the last worthless evening
That you'll have to spend, baby
Just gimme a chance, gimme a chance
To show you love again
This is the last worthless evening
That you'll have to spend
Cause it won't be long
Til your little heart is on the mend

That you'll have to spend
Just gimme a chance, darlin
To show you how to love again
This is the last worthless evening
That you'll have to spend 'cause it won't be long
Til your little heart is on the mend",385
Neil Diamond,Cracklin' Rosie - Single Version,Rock,"Cracklin Rosie, get on board
We're gonna ride till there ain't no more to go
Taking it slow
Lord, dont you know
Have made me a time with a poor mans lady.

Hitchin on a twilight train
Ain't nothing here that I care to take along
Maybe a song
To sing when I want
Dont need to say please to no man for a happy tune.

Oh, I love my Rosie child
You got the way to make me happy
You and me, we go in style
Cracklin Rose, you're a store bought woman
You make me sing like a guitar hummin
So hang on to me, girl
Our song keeps runnin on

Play it now
Play it now
Play it now, my baby

Cracklin Rosie, make me a smile
Girl if it lasts for an hour, thats all right
We got all night
To set the world right
Find us a dream that dont ask no questions, yeah",159
Blue Öyster Cult,Fire of Unknown Origin,Rock,"Fire woman, yeah

Shake, shake, shake, shake it, yeah

Wound up, can't sleep, can't do anything right, little honey
Oh, since I set my eyes on you
I tell you the truth
T-t-t-t-twistin' like a flame in a slow dance, baby
You're driving me crazy
Come on, little honey
Come on now

Fire
Smoke, she is a rising fire, yeah
Smoke on the horizon, well
Fire
Smoke, she is a rising fire
Oh, smokestack lightning
Smokestack lightning

Well, shake it up, you're to blame, got me swayin' little honey
My heart's a ball of burnin' flame
Oh, yes it is
Trancing like a cat on a hot tin shack
Lord, have mercy
Come on little sister
Come on and shake it

Fire
Smoke, she is a rising fire
Oh, smoke on the horizon, yeah
Fire
Smoke, she is a rising fire
Oh, smokestack lightning, baby

I was thinking what I've been missing
I'll tell you truthfully, well
She's coming close now
Oh, I can feel her
She's getting close to me
And I never, yeah

Fire
Smoke, she is a rising fire
Oh, smoke on the horizon
Fire
Smoke, she is a rising, rising, rising fire
Smokestack lightning
A-j-j-j...

Burnin' out
and shake it, baby.
Come on and burn it.

I say send down fire to me
say send down fire to me
say send down fire to me, yeah!

Fire woman, you're to blame...",235
Simon & Garfunkel,"Homeward Bound - Live at Carnegie Hall, New York, NY - July 1970",Rock,"I'm sittin' in the railway station
Got a ticket for my destination
On a tour of one night stands
My suitcase and guitar in hand
And every stop is neatly planned
For a poet and a one man band

Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me

Everyday's an endless stream
Of cigarettes and magazines
And each town looks the same to me
The movies and the factories
And every stranger's face I see
Reminds me that I long to be

Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me

Tonight I'll sing my songs again
I'll play the game and pretend
But all my words come back to me
In shades of mediocrity
Like emptiness in harmony
I need someone to comfort me

Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me
Silently for me
Silently for me",194
The Outlaws,Green Grass & High Tides,Rock,"In a place you only dream of
Where your soul is always free
Silver stages, golden curtains
Filled my head, plain as can be
As a rainbow grew round the sun
All the stars I've love who died
Came from somewhere beyond the scene you see
These lovely people played just for me

Now if I let you see this place
Where stories all ring true
Will you let me past your face
To see what's really you
It's not for me to ask these questions
As though I were a king
For you have to love, believe and feel
Before the burst of tamborines take you there

Green grass and high tides forever
Castles of stone souls and glory
Lost faces say we adore you
As kings and queens bow and play for you


Those who don't believe me
Find your souls and set them free
Those who do, believe and love
As time will be your key
Time and time again I've thanked them
For the peace of mind
They helped me find myself
Amongst the music and the rhyme
That enchants you there

Green grass and high tides forever
Castles of stone souls and glory
Lost faces say we adore you
As kings and queens bow and play for you

Yeah, they play just for you",219
Led Zeppelin,All My Love - 1990 Remaster,Rock,"You need coolin'
Baby, I'm not foolin'
I'm gonna send you
Back to schoolin'
Way down inside honey, you need it
I'm gonna give you my love
I'm gonna give you my love

Oh, wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

You've been learnin'
Baby, I been learnin'
All them good times, baby, baby
I've been yearnin'
Way way down inside, honey, you need it
I'm gonna give you my love
I'm gonna give you my love

Oh! Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

I don't want, ah

Ahh, ahh
Ahh, ahh, ahh
Ah-ah, ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh, ahh
Ahh, ahh, ahh, ahh
Ahh, ahh, ah! No, no, no, no
Ah

Lord!
Lo-ooh-whoa-ooh-whoa-ooh-whoa-ooh-whoa!

You've been coolin'
Baby, I've been droolin'
All the good times, baby
I've been misusin'
Way way down inside
I'm gonna give you my love
I'm gonna give you every inch of my love
Gonna give you my love
Hey! Alright! Let's go!

Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love
Wanna whole lotta love

Way down inside, woman, you need it
Lord!

My, my, my, my
My, my, my, my
Oh!
Shake for me, girl
I wanna be your back door man
Hey, oh, hey, oh, hey, oh
Oooh ahh
Oh, oh, oh, oh
Ooh my, my babe

Keep it coolin' baby
A-keep it coolin' baby
A-keep it coolin' baby
Ah-keep it coolin' baby
Ahh, ahhh-hahhh-oh",263
UFO,Rock Bottom - 2007 Remaster,Rock,"Michael Schenker; Pete Way; Phil Mogg

Who’s taking time out, we’ll take a shine out
We’re the boys we got nothing to lose
I’ve had enough now of school and stuff now
If you ain’t with us then it’s just bad news

Only you can rock me rock me
Come on back now d o it again
Only you can rock me, rock me
Kicking out just like a hurrican3

We can’t wait from day to day
Cuz we’ve got something to say
We can’t wait from day to day
Cuz we’ve got something to say

Come on the street now on every corner
Breaking out and we’re doing what we want to
Just like a jewel shines in the night
She burns so hot out under the street light

Chorus

We are here and there’s no end
We keep on coming again
We are here and there’s no end
We just keep coming again

Instrumental

Who’s taking time out, we take a shine out
We’re the boys we got nothing to lose
I’ve had enough now of school

And stuff now
If you ain’t with us then it’s just bad news

Only you can rock me, rock me
Come on back now, do it again
Only you can rock me, rock me
Kickin’ out just like a hurricane

We can’t wait from day to day
Cuz we’ve got something to say
We are here and there’s no end
We’ll keep on coming again

We can’t wait from day to day
Cuz we’ve got something to say
We are here and there’s no end
We’ll keep on coming again

Only You Can Rock Me",274
Johnny Horton,All Grown Up,Rock,"As long as the moon shall rise as long as the rivers flow
As long as the sun will shine as long as the grass shall grow
The Senecas are an Indian tribe of the Iroquios nation
Down on the New York Pennsylvania Line you'll find their reservation
After the US revolution cornplanter was a chief
He told the tribe these men they could trust that was his true belief
He went down to Independence Hall and there was a treaty signed
That promised peace with the USA and Indian rights combined
George Washington gave his signature the Government gave its hand
They said that now and forever more that this was Indian land
As long as the moon shall rise...
On the Seneca reservation there is much sadness now
Washington's treaty has been broken and there is no hope no how
Across the Allegheny River they're throwing up a dam
It will flood the Indian country a proud day for Uncle Sam
It has broke the ancient treaty with a politician's grin
It will drown the Indians graveyards cornplanter can you swim
The earth is mother to the the Senecas they're trampling sacred ground
Change the mint green earth to black mud flats as honor hobbles down
As long as the moon shall rise...
The Iroquios Indians used to rule from Canada way south
But no one fears the Indians now and smiles the liar's mouth
The Senecas hired an expert to figure another site
But the great good army engineers said that he had no right
Although he showed them another plan and showed them another way
They laughed in his face and said no deal Kinuza dam is here to stay
Congress turned the Indians down brushed off the Indians plea
So the Senecas have renamed the dam they call it Lake Perfidy
As long as the moon shall rise...
Washington Adams and Kennedy now hear their pledges ring
The treaties are safe we'll keep our word but what is that gurgling
It's the back water from Perfidy Lake it's rising all the time
Over the homes and over the fields and over the promises fine
No boats will sail on Lake Perfidy in winter it will fill
In summer it will be a swamp and all the fish will kill
But the Government of the USA has corrected George's vow
The father of our country must be wrong what's an Indian anyhow
As long as the moon shall rise (look up) as long as the rivers flow (are you thirsty)
As long as the sun will shine (my brother are you warm) as long as the grass shall grow",443
Journey,Still They Ride,Rock,"Jesse rides through the night
Under the Main Street light
Ridin' slow

This ol' town, ain't the same
Now nobody knows his name
Times have changed, still he rides.

Traffic lights, keepin' time
Leading the wild and restless
through the night

Still they ride, on wheels of fire
They rule the night
Still they ride, the strong will survive
Chasing thunder

Spinning 'round, in a spell
It's hard to leave this carrousel
'Round and 'round
And 'round and 'round

(chorus)",80
David Ball,Thinkin' Problem,Rock,"Yes I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I wake up and right away
Her name is on my lips
Once the memories start to flow
I can't stop with just one sip

Yes I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I keep on remembering
How good it used to be
Gettin' stoned all alone
On my favorite memory

Yes I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I'll start with lovin' her
But I don't know when to stop",214
The West Coast Pop Art Experimental Band,Eighteen Is over the Hill,Rock,"Bring that beat back to me again
Take me back, take me back, can't catch me can't catch me
Bring that beat back to me again
Take me back, take me back, can't catch me, can't catch me

Ride my bike down that old dirt hill (can't catch me)
First time without my trainin' wheels
First time I kissed you I lost my legs (can't catch me)
Bring that beat back to me again

Scream and shout out loud our innocence
Days when all we did would never end

Bring that beat back to me again
Take me back, take me back, can't catch me can't catch me
Bring that beat back to me again
Take me back, take me back, can't catch me can't catch me

Smokin' on the railroad bridge
I used to ride my bike down that old dirt hill
The first time I kissed you I lost my legs
Bring that beat back to me again

Scream and shout out loud our innocence
Days when all we did would never end

Screamin' down that old dirt hill
Bring that beat back to me again

Oh when it gets hard
That's when the days I remember seem so far
When I was just a kid that's what I miss
When I was just a kid that's what I miss
Take me back, Take me back to that beat again

Smokin' on the railroad bridge
Bring that beat back to me again (again)
Bring that beat back to me again (can't catch me)
Bring that beat back to me again
First time all we were was good friends
Bring that beat back to me again
Bring that beat back to me again
Bring that beat back to me again (can't catch me)
Bring that beat back to me again
Bring that beat back to me again
Bring that beat back to me again",315
Ronan Keating,This Is Your Song - 2003 Version,Rock,"Lived your life to the full,
with a lifetime of smiles.
Made us know right from wrong,
always knowing of lies.
You made us be tough,
but never too rough
Rise above's what you said,
never easily lead.
And one day we'll all sing along;

(Chorus)

Cause this is your song,
We wrote it for you.
It won't take all day,
just a minute or two.
You were our friend,
walk with you to the end.
And one day we'll all sing along;
Cause this is your song.

So we'll try and go on,
loving all that we know.
Through the hardest of times,
you put on a show.
You made us stand tall,
when all around us would fall.
Even when you were low,
you believed you could fly.
And one day we'll all sing along;

(Chorus)

Cause this is your song,
I wrote it for you.
It won't take all day,
just a minute or two.
You were our friend,
walk with you to the end.
And one day we'll all sing along;
Cause this is your song.

Oooooh yeah

And one day we'll all sing along;

(Chorus)

Cause this is your song,
I wrote it for you.
It'll take all our lives,
just to help us get through.
You were our friend,
walk with you to the end
And one day we'll sing along
This is your song",231
Cake,The Distance,Rock,"Reluctantly crouched at the starting line
Engines pumping and thumping in time
The green light flashes; the flags go up
Churning and burning, they yearn for the cup

They deftly maneuver and muscle for rank
Fuel burning fast on an empty tank
Reckless and wild, they pour through the turns
Their prowess is potent and secretly stern

As they speed through the finish, the flags go down
The fans get up, and they get out of town
The arena is empty, except for one man
Still driving and striving as fast as he can

The sun has gone down and the moon has come up
And long ago somebody left with the cup
But he's driving and striving and hugging the turns
And thinking of someone for whom he still burns

He's going the distance
He's going for speed
She's all alone (All alone!)
All alone in her time of need

Because he's racing and pacing and plotting the course
He's fighting and biting and riding on his horse
He's going the distance
Ahh ahh

No trophy, no flowers, no flashbulbs, no line
He's haunted by something he cannot define
Bowel-shaking earthquakes of doubt and remorse
Assail him, impale him with monster truck force

In his mind, he's still driving, still making the grade
She's hoping in time that her memories will fade
'Cause he's racing and pacing and plotting the course
He's fighting and biting and riding on his horse

The sun has gone down and the moon has come up
And long ago somebody left with the cup
But he's striving and driving and hugging the turns
And thinking of someone for whom he still burns

'Cause he's going the distance
He's going for speed
She's all alone (All alone!)
All alone in her time of need

Because he's racing and pacing and plotting the course
He's fighting and biting and riding on his horse
He's racing and pacing and plotting the course
He's fighting and biting and riding on his horse
He's going the distance
He's going for speed
He's going the distance
Ahh ahh",348
Bee Gees,Paradise,Rock,"Lonely people gathering there to be one
Gonna be the last time wasted
Gonna be seen to be gone
Run a mile for the minute
Gonna mind another day without you in it

And you
You promised me paradise
Don't go back on your word
No you
You promised me paradise

All my days of loving you under my skin
Gonna be a wild wild world
When nobody wants to give in
Gonna call me on the hour
Gonna mind if I don't hear it
I would hate to be you

You promised me paradise
Don't go back on your word
No you
You promised me paradise

Can you tell me if there's gonna be another reason to cry
Will I be the last to know
Unless we make another way of doing what we do
We won't believe it anymore
Will I be the one to cry

Problems,problems haunting me
Circle my head
Gonna be a wild world
Let me hide away under your bed
Run a mile for the minute
Gonna mind another day without you in it

And you
You promised me paradise
Don't go back on your word
No you
You promised me paradise
You promised me paradise
*(Ah..Ah.. Ah...)
You promised me paradise

*(repeat and fade)",211
Lynyrd Skynyrd,Double Trouble,Rock,"(Allen Collins -- Ronnie VanZant)

Eleven times I been busted, eleven times I been to jail
Some of the times I been there nobody could go my bail
Well it seems to me, Lord that this ol' boy just don't fit
Well I can jump in a rosebush and come out smelling like sh...

Those misters dressed in blue never done so right by me
Some of the times I was innocent but the judge said guilty
I'm not one to complain now son I tell you true
When the black cat cross your trail, Lord
It comes in misery times two

(Chorus)
Double trouble--that's what my friends all call me
(Double trouble)
I said, double trouble
T-R-O-U-B-L-E

Well I was born down in the gutter
With a temper as hot as fire
Spent ninety days on a peat farm just doin' the county's time
Well now, even mama said Son you're bad news
And it won't be too long before someone puts one through you

(Chorus)

(Chorus)",168
The Alan Parsons Project,Time,Rock,"(Lead Vocal - Eric Woolfson)

Time, flowing like a river
Time, beckoning me
Who knows when
We shall meet again, if ever
But time keeps flowing
Like a river to the sea

Goodbye my love
Maybe for forever
Goodbye my love
The tide waits for me
Who knows when
We shall meet again, if ever
But time keeps flowing
Like a river (on and on)
To the sea, to the sea

'Til it's gone forever
Gone forever
Gone forevermore

Goodbye my friend
(Goodbye my love)
Maybe for forever
Goodbye my friend
(Who knows when
We shall meet again)
The stars wait for me
Who knows where
We shall meet again, if ever
But time keeps flowing
Like a river (on and on)
To the sea, to the sea

'Til it's gone forever
Gone forever
Gone forever
Gone forever now
Forevermore, forevermore",141
Barry Manilow,I Write the Songs,Rock,"I've been alive forever, and I wrote the very first song
I put the words and the melodies together
I am music and I write the songs

I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

My home lies deep within you
And I've got my own place in your soul
Now, when I look out through your eyes
I'm young again, even though I'm very old

Chorus * 1

Oh my music makes you dance
And gives you spirit to take a chance
And I wrote some rock 'n' roll so you can move
Music fills your heart
Well, that's a real fine place to start
It's from me it's for you
It's from you, it's for me
It's a worldwide symphony",151
Dion & The Belmonts,It's Only A Paper Moon,Rock,"I've looked everywhere I can
Just to find a clue
Oh to get to you
And make you want me
And I've run circles around the sun
Chasin' after you
Oh but it's no use
Can't you see that I'm going out of my mind
Trying to find a way to get through to you
Oh you don't know how hard I try
And I try and I try
What do I gotta do

Do I gotta get water from the moon
Is that what I gotta do
To make you love me
Make you love me
Do I gotta turn the sand into the sea
Is that what you want from me
I've done everything that I can do
But get water from the moon

I've reached high up in the sky
Tryin' to steal the stars
Oh to win your heart
But even that's not enough
And I've searched every book I know
Just to find the words
Oh to touch your world and get some love out of you
I've already given all I can give
And I don't know what's left to try
And I try and I try
What do I gotta do

Do I gotta get water from the moon, , ,

Love me, how do I make you love me
How do I make you see that I'm going out of my mind
(Solo)

I try, and I try, and I try
(Chorus)",240
