artist,song_name,closest_genre,lyric,length_lyric,actual_lyric_length
Pearl Jam,Porch,Rock,"what the fuck is this world
Running to, you didn't
leave a message at least I
could have heard your voice one last time.
daily minefield, this could
be my time, by you?
would you hit me?
would you hit me?.......ohhhhhhhh oh oh

all the bills go by, and
initiatives are taken up
by the middle, there ain't gonna be any middle any more
and the cross i'm bearing home
ain't indicative of my place
left the porch
left the porch......ohhhhh oh

hear my name
take a good look
this could be the day
hold my hand
walk beside me
I just need to say...
hear my name
take a good look
this could be the day
hold my hand
lie beside me
i just need to say
I could not take a-just one day
I know that i would not ever touch you
hold you
feel you
ever hold...........
never again never again hey hey yeah",157,35
TOOL,Prison Sex,Rock,"It took so long to remember just what happened.
I was so young and vestal then,
You know it hurt me,
But I'm breathing so I guess I'm still alive
Even if signs seem to tell me otherwise.
I've got my hands bound,
And my head down, and my eyes closed,
My throat's wide open.

I do unto others what has been done to me
Do unto others what has been done to you

I'm treading water,
I need to sleep a while.
My lamb and martyr,
You look so precious.
Won't you, won't you come a bit closer,
Close enough so I can smell you.
I need you to feel this,
I can't stand to burn too long.
Released in sodomy.
For one sweet moment I am whole.

Do unto you now what has been done to me.
Do unto you now what has been done...

You're breathing so I guess you're still alive
Even if signs seem to tell me otherwise.
Won't you, wont you come just a bit closer,
Close enough so I can smell you.
I need you to feel this.
I need this to make me whole.
Release in this sodomy.
For I am your witness that
Blood and flesh can be trusted.
I am your witness that
Blood and flesh can be trusted
And only this one holy medium brings me piece of mind.

Got your hands bound, your head down,
Your eyes closed.
You look so precious now.

I have found some kind of temporary sanity in this
Shit blood and cum on my hands.

I've come round full circle.
My lamb and martyr, this will be over soon.
You look so precious...
You look so precious...
You look so precious...
You look so precious, now...
You look so precious...",297,53
Gerry & The Pacemakers,It's All Right - 2002 Remaster,Rock,"You know I need your love, You got that hold over me
Long as I got your love, You know that I'll never leave
When I wanted you to share my life, I had no doubt in my mind
And it's been you, woman, right down the line

I know how much I lean on you, Only you can see
Changes that I've been through, Have left their mark on me
You've been as constant as the northern star, The brightest light that shines
It's been you, woman, right down the line

I just wanna say this is my way
Of telling you everything, I could never say before
Yeah this is my way of telling you that everyday, I'm loving you so much more

Cause you believed in me through my darkest night
Put something better inside of me, You brought me into the light
Threw away all those crazy dreams, I put them all behind
And it was you, woman, right down the line

I just wanna say this is my way
Of telling you everything, I could never say before
Yeah this is my way of telling you that everyday, I'm loving you so much more

If I should doubt myself, If I'm losing ground
I wont turn to someone else, They'd only let me down
When I wanted you to share my life, I had no doubt in my mind
And it's been you, woman, right down the line",243,27
Procol Harum,Conquistador,Rock,"Conquistador your stallion stands
in need of company
and like some angel's haloed brow
you reek of purity
I see your armour-plated breast
has long since lost its sheen
and in your death mask face
there are no signs which can be seen

And though I hoped for something to find
I could see no maze to unwind

Conquistador a vulture sits
upon your silver shield
and in your rusty scabbard now
the sand has taken seed
and though your jewel-encrusted blade
has not been plundered still
the sea has washed across your face
and taken of its fill

And though I hoped for something to find
I could see no maze to unwind

Conquistador there is no time
I must pay my respect
and though I came to jeer at you
I leave now with regret
and as the gloom begins to fall
I see there is no, only all
and though you came with sword held high
you did not conquer, only die

And though I hoped for something to find
I could see no maze to unwind",180,35
Thin Lizzy,Cowboy Song,Rock,"I am just a cowboy lonesome on the trail
A starry night, a campfire light
The coyote call, the howling winds wail
So I ride out to the old sundown

I am just a cowboy lonesome on the trail
Lord, I'm just thinking about a certain female
The nights we spent together riding on the range
Looking back it seems so strange

Roll me over and turn me around
Let me keep spinning till I hit the ground
Roll me over and let me go
Riding in the rodeo

I was took in Texas I did not know her name
Lord, all these southern girls seem the same
Down below the border in a town in Mexico
I got my job busting broncs for the rodeo

Roll me over and turn me around
Let me keep spinning till I hit the ground
Roll me over and let me go
Running free with the buffalo

Roll me over, and I'll turn around
And I'll move my fingers, up and down
Up and down

It's okay amigo, just let me go
Ridin' here in the rodeo

Roll me over and turn me around
Let me keep spinnin' till I hit the ground
Roll me over and let me go
Ridin' here in the rodeo

Roll me over and set me free
A cowboy's life is the life for me.",227,39
The Rolling Stones,Ventilator Blues,Rock,"(M. Jagger/K. Richards)

I hear the click-clack of your feet on the stairs
I know you're no scare-eyed honey.
There'll be a feast if you just come upstairs
But it's no hanging matter
It's no capital crime

I can see that you're fifteen years old
No I don't want your I.D.
You look so rest-less and you're so far from home
But it's no hanging matter
It's no capital crime

Oh yeah, you're a strange stray cat
Oh yeah, don'tcha scratch like that
Oh yeah, you're a strange stray cat
Bet your mama don't know you scream like that
I bet your mother don't know you can spit like that.

You look so weird and you're so far from home
But you don't really miss your mother
Don't look so scared I'm no mad-brained bear
But it's no hanging matter
It's no capital crime
Oh, yeah
Woo!

I bet your mama don't know that you scatch like that
I bet she don't know you can bite like that.

You say you got a friend, that she's wilder than you
Why don't you bring her upstairs
If she's so wild then she can join in too
It's no hanging matter
It's no capital crime

Oh yeah, you're a strange stray cat
Oh yeah, don'tcha scratch like that
Oh yeah, you're a strange stray cat
I bet you mama don't know you can bite like that
I'll bet she never saw you scratch my back",243,42
The Hollies,Searchin' - 2003 Remaster,Rock,"(Leiber/Stoller)
I'm gonna find her, I'm gonna find her
I'm gonna find her. Yeah, now searchin'
Been searchin', searchin' every way which way oh yeah
Oh Lord now searchin' (c'mon) yeah searchin'
Woah searchin' every way which way oh yeah
I'm like that Northwest Mountie
You know I'll bring her in someday
(I'm gonna find her, I'm gonna find her)

Yeah now, if I have to swim a river, you know I will
And if I have to climb a mountain, you know I will
And if I had to up-a on a Blueberry Hill
You know I'm gonna find that child you know I will

'Cause I've been searchin' oh Lord now searchin'
For goodness searchin' every way which way oh yeah
I'm like the Northwest Mountie
You know I'll bring her in someday
(I'm gonna find her, I'm gonna find her)

Yeah well Sherlock Holmes and old Sam Spade
They got and old Blackie
Sergeant Friday Charlie Chan
They got nothin' child on me
'Cause no matter where she hides
Man she's gonna hear me comin'
I'm gonna walk right down that street
Just like a Bulldog Drummond

'Cause I've been searchin' oh Lord now searchin'
For goodness searchin' every way which way oh yeah
I'm like the Northwest Mountie
You know I'll bring her in someday
(I'm gonna find her)
I've been searchin'
Oh Lord now searchin'
For goodness searchin'",233,38
Dwight Yoakam,Honky Tonk Man,Rock,"Well, I'm a honky tonk man
And I can't seem to stop
I love to give the girls a whirl
To the music of an old juke box
But when my money's all gone
I'm on the telephone
Singing, hey hey mama can your daddy come home

Well, now I'm living wild and dangerously
But I've got plenty of company
When the moon comes up and the sun goes down
Well, I can't wait to see the lights of town

'Cause I'm a honky tonk man
And I can't seem to stop
I love to give the girls a whirl
To the music of an old juke box
And when my money's all gone
I'm on the telephone
Singing, hey hey mama can your daddy come home

Well, I'm a honky tonk man
And I can't seem to stop
I love to give the girls a whirl
To the music of an old juke box
And when my money's all gone
I'm on the telephone
Singing, hey hey mama can your daddy come home

Hey now, a pretty little girl and a jug of wine
Well, that's what it takes to make a honky tonk time
With the juke box moaning those honky tonk sounds
I can't wait to lay my money down

'Cause I'm a honky tonk man
And I can't seem to stop
I love to give the girls a whirl
To the music of an old juke box
But when my money's all gone
I'm on the telephone
Singing, hey hey mama can your daddy come home

'Cause I'm a honky tonk man
And I can't seem to stop
I love to give the girls a whirl
To the music of an old juke box
But when my money's all gone
I'm on the telephone
Singing, hey hey mama can your daddy come home",307,49
Richard Marx,Now And Forever,Rock,"Whenever I'm weary
From the battles that rage in my head
You make sense of madness
When my sanity hangs by a thread
I lose my way but still you seem to understand
Now and forever I will be your man

Sometimes I just hold you
Too caught up in me to see
I'm holding a fortune
That heaven has given to me
I'll try to show you each and every way I can
Now and forever I will be your man

Now I can rest my worries and always be sure
That I won't be alone anymore
And if only i'd known you were there all the time
All this time

Until the day the ocean doesn't touch the sand
Now and forever I will be your man

Now and forever I will be your man",137,23
Helen Reddy,And I Love You So,Rock,"I'm not one of the pretty kind.
All of my thoughts are simple.
I know what's on my mind.

I'm not resting until I find,
What would make your eyes glisten with joy.
Now, listen, Big Boy.

I wanna be loved by you, just you,
And nobody else but you,
I wanna be loved by you, alone!
Boop-boop-a-doop!

I wanna be kissed by you, just you,
And nobody else but you,
I wanna be kissed by you, alone!

Boop-boop, I couldn't aspire,
To anything higher,
Than filled with desire,
To make you my own!
Boop-boop-a-doop, boop-boop-a-doop!

I wanna be loved by you, just you,
And nobody else but you,
I wanna be loved by you, alone!

Aa-ah-um! Boop-boop-a-doop!

Daddle-at-dat-dat-dum, I couldn't aspire,
To anything higher,
Than filled with desire,
To make you my own,
Bup-bum, butle-doodle-dum-bum!

I wanna be loved by you, just you,
Nobody else but you,
I wanna be loved by you, a-lup-a-dup-a-dup-a-dup!
Boop-boop-a-doop",156,39
Radiohead,Street Spirit (Fade Out),Rock,"Rows of houses all bearing down on me
I can feel their blue hands touching me
All these things into position
All these things we'll one day swallow whole
And fade out again and fade out

This machine will not communicate
These thoughts and the strain I am under
Be a world child, form a circle
Before we all go under
And fade out again and fade out again

Cracked eggs, dead birds
Scream as they fight for life
I can feel death, can see its beady eyes
All these things into position
All these things we'll one day swallow whole
And fade out again and fade out again

Immerse your soul in love
Immerse your soul in love",119,21
The Kinks,Lola,Rock,"I met her in a club down in old Soho where you
Drink champagne and it tastes just like cherry-Cola C-O-L-A cola
She walked up to me and she asked me to dance
I asked her her name and in a dark brown voice she said
Lola L-O-L-A Lola
Lo lo lo lo Lo - la

Well I'm not the world's most physical guy
But when she sqeezed me tight she nearly broke my spine
Oh my Lola la-la-la-la Lola
Well I'm not dumb but I can't understand
Why she walked like a woman but talked like a man
Oh my Lola la-la-la-la Lola la-la-la-la Lola

Well, we drank champagne and danced all night
Under electric candle light
She picked me up and sat me on her knee
And said ""Dear boy won't you come home with me?""
Well, I'm not the world's most passionate guy,
But when I looked in her eyes, well I almost fell for my
Lola Lo lo lo lo Lo - la Lo lo lo lo Lo - la
Lola Lo lo lo lo Lo - la Lo lo lo lo Lo - la

I pushed her away
I walked to the door
I fell to the floor
I got down on my knees
Then I looked at her and she at me

Well that's the way that I want it to stay
And I always want it to be that way for my Lola
La-la-la-la Lola
Girls will be boys and boys will be girls
It's a mixed up muddled up shook up world except for Lola
La-la-la-la Lola

Well I left home just a week before
And I'd never ever kissed a woman before
But Lola smiled and took me by the hand
And said ""Dear boy, I'm gonna make you a man""

Well I'm not the world's most masculine man
But I know what I am in the bed, I'm a man
And so is Lola
La-la-la-la
Lola la-la-la-la Lola
Lola la-la-la-la
Lola la-la-la-la Lola",333,48
The Yardbirds,Shapes of Things - 2015 Remaster,Rock,"Shapes of things before my eyes,
Just teach me to despise.
Will time make men more wise?
Here within my lonely frame,
My eyes just hurt my brain.
But will it seem the same?

Come tomorrow, will I be older?
Come tomorrow, may be a soldier.
Come tomorrow, may I be bolder than today?

Now the trees are almost green.
But will they still be seen?
When time and tide have been.
Fall into your passing hands.
Please don't destroy these lands.
Don't make them desert sands.

Chorus, Lead.

Soon I hope that I will find,
Thoughts deep within my mind.
That won't disgrace my kind.",106,23
Lynyrd Skynyrd,Gimme Three Steps,Rock,"I was cutting the rug
Down at a place called The Jug
With a girl named Linda Lu
When in walked a man
With a gun in his hand
And he was looking for you know who.
He said, ""Hey there fellow,
With the hair colored yellow,
Watcha tryin' to prove?
'Cause that's my woman there
And I'm a man who cares
And this might be all for you.""

I was scared and fearing for my life.
I was shakin' like a leaf on a tree.
'Cause he was lean, mean,
Big and bad, Lord,
Pointin' that gun at me.
I said, ""Wait a minute, mister,
I didn't even kiss her.
Don't want no trouble with you.
And I know you don't owe me
But I wish you'd let me
Ask one favor from you.""

""Won't you give me three steps,
Gimme three steps mister,
Gimme three steps towards the door?
Gimme three steps
Gimme three steps mister,
And you'll never see me no more.""

Well the crowd cleared away
And I began to pray
As the water fell on the floor.
And I'm telling you son,
Well, it ain't no fun
Staring straight down a forty-four.
Well he turned and screamed at Linda Lu
And that's the break I was looking for.
And you could hear me screaming a mile away
As I was headed out towards the door.

""Won't you give me three steps,
Gimme three steps mister,
Gimme three steps towards the door?
Gimme three steps
Gimme three steps mister,
And you'll never see me no more.""",260,49
The Cure,Prayers for Rain - 2010 Remaster,Rock,"You shatter me
Your grip on me
A hold on me
So dull it kills
You stifle me
Infectious sense
Of hopelessness and
Prayers for rain
I suffocate
I breathe in dirt
And nowhere shines
But desolate
And drab the hours all spent
On killing time again
All waiting for
The rain

You fracture me
Your hands on me
A touch so plain
So stale it kills
You strangle me
Entangle me
In hopelessness and
Prayers for rain
I deteriorate
I live in dirt
And nowhere glows
But drearily and tired
The hours all spent
On killing time again
All waiting for
The rain",104,33
David Bowie,Rock 'n' Roll Suicide - 2012 Remaster,Rock,"Time takes a cigarette, puts it in your mouth
You pull on your finger, then another finger, then your cigarette
The wall-to-wall is calling, it lingers, then you forget
Ohhh how how how, you're a rock 'n' roll suicide

You're too old to lose it, too young to choose it
And the clocks waits so patiently on your song
You walk past a cafe but you don't eat when you've lived too long
Oh, no, no, no, you're a rock 'n' roll suicide

Chev brakes are snarling as you stumble across the road
But the day breaks instead so you hurry home
Don't let the sun blast your shadow
Don't let the milk float ride your mind
You're so natural - religiously unkind

Oh no love! you're not alone
You're watching yourself but you're too unfair
You got your head all tangled up but if I could only
make you care
Oh no love! you're not alone
No matter what or who you've been
No matter when or where you've seen
All the knives seem to lacerate your brain
I've had my share, I'll help you with the pain
You're not alone

Just turn on with me and you're not alone
Let's turn on with me and you're not alone (wonderful)
Let's turn on and be not alone (wonderful)
Gimme your hands cause you're wonderful (wonderful)
Gimme your hands cause you're wonderful (wonderful)
Oh gimme your hands.",237,33
Tiffany,I Think We're Alone Now,Rock,"Children behave
That's what they say when we're together
And watch how you play
They don't understand
And so we're...

Running just as fast as we can
Holdin' on to one another's hand
Tryin' to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now
There doesn't seem to be anybody around
I think we're alone now
The beating of our hearts is the only sound

Look at the way
We gotta hide what we're doin'
Cuz what would they say
If they ever knew
And so we're

Running just as fast as we can
Holdin' on to one another's hand
Tryin' to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now
There doesn't seem to be anybody around
I think we're alone now
The beating of our hearts is the only sound",170,35
John Lennon,#9 Dream - Remastered 2010,Rock,"So long ago
Was it in a dream, was it just a dream?
I know, yes I know
Seemed so very real, it seemed so real to me
Took a walk down the street
Thru the heat whispered trees
I thought I could hear (hear, hear, hear)
Somebody call out my name as it started to rain
Two spirits dancing so strange
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Dream, dream away
Magic in the air, was magic in the air?
I believe, yes I believe
More I cannot say, what more can I say?
On a river of sound
Thru the mirror go round, round
I thought I could feel (feel, feel, feel)
Music touching my soul, something warm, sudden cold
The spirit dance was unfolding
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, poussé
Ah! böwakawa poussé, pouss",176,32
Nirvana,Dumb,Rock,"I'm not like them
But I can pretend
The sun is gone
But I have a light
The day is done
But I'm having fun
I think I'm dumb
Or maybe just happy

Think I'm just happy
Think I'm just happy
Think I'm just happy

My heart is broke
But I have some glue
Help me inhale
And mend it with you
We'll float around
And hang out on clouds
Then we'll come down
And have a hangover

Have a hangover
Have a hangover
Have a hangover

Skin the sun
Fall asleep
Wish away
The soul is cheap
Lesson learned
Wish me luck
Soothe the burn
Wake me up

I'm not like them
But I can pretend
The sun is gone
But I have a light
My day is done
But I'm having fun
I think I'm dumb
Maybe just happy

Think I'm just happy
Think I'm just happy
Think I'm just happy

I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb
I think I'm dumb",201,60
Johnny Horton,The Battle Of New Orleans,Rock,"In 1814 we took a little trip
along with Colonel Jackson down the mighty Mississip.
We took a little bacon and we took a little beans
and we caught the bloody British in the town of New Orleans.

*Chorus*
We fired our guns and the British kept on comin'
There wasn't nigh as many as there was a while ago.
We fired once more and they began to runnin'
down the Mississippi to the Gulf of Mexico.

We looked down the river and we've seen the british come
and there must have been a hunnerd of 'em beatin on the drum.
They stepped so high and they made their bugles ring
but we stood behind our cotton bales 'n' didn't say a thing.

Chorus

Ol' Hickory said we could take 'em by surprise
if we didn't fire our muskets 'till we looked 'em in the eyes.
We held our fire 'till we seed their faces well
then we opened up the squirrel guns and really gave em....
well we

Chorus

Well they ran through the briars and they ran through the brambles
and they ran through the bushes where a rabbit couldn't go.
they ran so fast that the hounds couldn't catch 'em
down the Mississippi to the Gulf of Mexico.

We fired our cannon 'till the barrel melted down
so we grabbed an alligator and we fought another round.
We filled his head with cannonballs, powered his behind
and when we touched the powder off the gator lost his mind.

Chorus

Yeah they ran through the briars and they ran through the brambles
and they ran through the bushes where a rabbit couldn't go.
They ran so fast that the hounds couldn't catch 'em
A down the Mississippi to the Gulf of Mexico.",294,42
Arctic Monkeys,Teddy Picker,Rock,"It's sped up to the point where they provoke
The punchline before they have told the joke
Can see a desperation to be seen
Staring at the television screen

It's sped up to the point where they provoke
You to tell the fucking punchline before you have told the joke
Sorry sunshine it doesn't exist
It wasn't in the top 100 list

And it's the thousandth time that it's even bolder
Don't be surprised when you get bent over
He told ya, that you were dyin' for it

Saw it and she grabbed it
And it wasn't what it seemed
The kids all dream of making it
Whatever that means

Another variation on a theme
A tangle on the television and the magazine
D'you reckon that they do it for a joke?
D'you reckon that they make 'em take an oath?
That says that ""We are defenders
Of any poseur or professional pretender around""

And when did your list
Replace the twist and turn like a fist?
Replace the kiss
Don't concern us with your bollocks
I don't want your prayer
Save it for the morning after

And it's the thousandth time that it's even bolder
Don't be surprised when you get bent over
He told ya, that you were gaggin' for it

Lets have a game on the Teddy Picker
Not quick enough, can I have it quicker?
Already thick, can you get in thicker?

Lets have a game on the Teddy Picker
Not quick enough, can I have it quicker?
Already thick, can you get in thicker?

Presuming that all things are equal
Who'd want to be men of the people
When there's people like you?",278,48
Tripping Daisy,I Got A Girl,Rock,"I got a girl who lives with me
I got a girl she smells so sweetly
I got a girl she loves her dog
I got a girl i love her dog too!
I got a girl who stares in the mirror
I got a girl who blames it on her period
I got a girl she is so right
I got a girl she's my guiding light
Well i know, i need, i feel we're going higher and higher
Well i know, i need, i feel we're going higher and higher
I got a girl who loves good soul
I got a girl who dances to disco
I got a girl who wears cool shoes
I got a girl who wears them in the nude!
I got a girl who speaks her mind
I got a girl who will argue anytime
I got a girl she is so small
I got a girl she'll knock down any wall
Well i know, i need, i feel we're going higher and higher
Well i know, i need, i feel we're going higher and higher
Get a load of this she's always bitching at me when I'm feeling down,
Asking questions with her little frown,
I can't take much much more of this, i'm out
Get a load of this she's always bitching at me when I'm feeling down,
Asking questions with her little frown,
i can't take much much more of this , i'm out....
I got a girl i love to kiss
I got a girl i never wanna miss
I got a girl she's my best friend
I got a girl that won't even hold my hand
I got a girl that makes me laugh
I got a girl i'll make her laugh too
I got a girl she has girlfriends
I got a girl i like her girlfriends!!
Well i know, i need, i feel we're going higher and higher
Well i know, i need, i feel we're going higher and higher
i got a girl
i got a girl
i got a girl
And she's got a guy",351,40
Cake,Sheep Go To Heaven,Rock,"I'm not feeling alright today
I'm not feeling that great
I'm not catching on fire today
Love has started to fade
I'm not going to smile today
I'm not gonna laugh
You're out living it up today
I've got dues to pay

And the gravedigger puts on the forceps
The stonemason does all the work
The barber can give you a haircut
The carpenter can take you out to lunch
Now but I just want to play on my panpipes
I just want to drink me some wine
As soon as you're born you start dyin'
So you might as well have a good time

(ah no) Sheep go to heaven
Goats go to hell
Sheep go to heaven
Goats...go to hell
(ah no...ah yea...ah right)

I don't wanna go to Sunset Strip
I don't wanna feel the emptiness
Bold marquees with stupid band names
I don't wanna go to Sunset Strip

I don't wanna go to Sunset Strip
I don't wanna feel the emptiness
Bold marquees with stupid band names
I don't wanna go to Sunset Strip (hey)

And the gravedigger puts on the forceps
The stonemason does all the work
The barber can give you a haircut
The carpenter can take you out to lunch
Now but I just want to play on my panpipes
I just want to drink me some wine
As soon as you're born you start dyin'
So you might as well have a good time

(ah no) Sheep go to heaven
Goats go to hell
Sheep go to heaven
Goats...go to hell (ah)

(sheep go to heaven, goats go to hell in background)
Gooo to Hell

Gooo to Hell

Gooo to Hell

Gooo to Hell

Gooo to Hell (ah nah)

(fades)",288,60
The Kingsmen,Louie Louie,Rock,"Louie, Louie, oh no, I said we gotta go.
yeah yeah yeah yeah yeah I said
Louie, Louie, oh baby, I said we gotta go.

A fine little girl, she waits for me.
Me catch a ship across the sea.
Me sail that ship all alone.
Me never think how I'll make it home.

Louie, Louie, no, no, no, no, no, I said we gotta go.
oh no, I said
Louie, Louie, oh baby, I said we gotta go.

Three nights and days I sail the sea.
I think of girl constantly.
On that ship, I dream she there.
I smell the rose in her hair.

Louie, Louie, oh no, I said we gotta go.
Yeah, yeah, yeah, yeah I said
Louie, Louie, oh baby, I said we gotta go.

ok, let's give it to 'em, right now!

Me see Jamaican moon above.
It won't be long me see me love.
Me take her in my arms and then
I tell her I'll never leave again.

Louie, Louie, oh no, I said we gotta go.
Yeah, yeah, yeah, yeah I said
Louie, Louie, oh baby, I said we gotta go

I said we gotta go now

Let's get on outta here

LET'S GO!",203,38
Fleetwood Mac,Don't Stop - 2004 Remaster,Rock,"If you wake up and don't want to smile,
If it takes just a little while,
Open your eyes and look at the day,
You'll see things in a different way.

Don't stop, thinking about tomorrow,
Don't stop, it'll soon be here,
It'll be, better than before,
Yesterday's gone, yesterday's gone.


Why not think about times to come,
And not about the things that you've done,
If your life was bad to you,
Just think what tomorrow will do.


Don't stop, thinking about tomorrow,
Don't stop, it'll soon be here,
It'll be, better than before,
Yesterday's gone, yesterday's gone.


All I want is to see you smile,
If it takes just a little while,
I know you don't believe that it's true,
I never meant any harm to you.


Don't stop, thinking about tomorrow,
Don't stop, it'll soon be here,
It'll be, better than before,
Yesterday's gone, yesterday's gone.


Don't you look back,",153,36
Paul Simon,"Still Crazy After All These Years - Live at Webster Hall, New York City - June 2011",Rock,"I met my old lover
On the street last night
She seemed so glad to see me
I just smiled
And we talked about some old times
And we drank ourselves some beers
Still crazy after all these years
Still crazy after all these years

I'm not the kind of man
Who tends to socialize
I seem to lean on
Old familiar ways
And I ain't no fool for love songs
That whisper in my ears
Still crazy after all these years
Still crazy after all these years

Four in the morning
Crapped out
Yawning
Longing my life away
I'll never worry
Why should I?
It's all gonna fade

Now I sit by my window
And I watch the cars
I fear I'll do some damage
One fine day
But I would not be convicted
By a jury of my peers
Still crazy
Still crazy
Still crazy after all these years",151,35
Neil Diamond,Cherry Cherry,Rock,"Baby loves me yes, yes she does
Oh, the girls out of sight, yeah
Says she loves me yes, yes she does
Oh, gonna show me tonight, yeah

Chorus:
Hey, she got the way to move me Cherry
(She got the way to groove me)
(She got the way to move me)
Cherry baby

Alright

Tell your Mama girl I can't stay long
We got things we gotta catch up on
Mmm, I know you know what I'm sayin
Can't stand still while the music is playin

Alright

Ain't got no right no, no you don't
Ahh, to be so exciting
Won't need bright lights no, no we won't
Oh, gonna make our own lighting

Chorus:
Hey, she got the way to move me Cherry
(She got the way to groove me) Cherry baby
(She got the way to move me) Alright
(She got the way to groove me)

No, won't tell a soul where we gone to
Girl we do whatever we want to
Ahh, I love the way that you do me
Cherry baby you really get to me

Repeat chorus to fade....",185,37
Simon & Garfunkel,The Sound of Silence - Electric Version,Rock,"Hello darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains within the sound of silence

In restless dreams I walked alone
Narrow streets of cobblestone
'Neath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
That split the night, and touched the sound of silence

And in the naked light I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never shared
And no one dared disturb the sound of silence

&quot;Fools,&quot; said I, &quot;You do not know
Silence like a cancer grows
Hear my words that I might teach you
Take my arms that I might reach you.&quot;
But my words like silent raindrops fell
And echoed in the wells of silence

And the people bowed and prayed
To the neon god they made
And the sign flashed out its warning
In the words that it was forming
And the sign said, &quot;The words of the prophets
Are written on the subway walls
And tenement halls, and whispered in the sounds of silence.&quot;",217,35
Black Oak Arkansas,Jim Dandy,Rock,"Jim Dandy to the rescue!
Jim Dandy to the rescue!
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

I was sitting on a mountain top.
30,000 feet to drop.
Tied me on a runaway horse
Uh huh, that's right, of course.
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

One day, I met a girl named Sue.
She was feeling kind of blue.
I'm Dandy, the kind of guy
Who can't stand to see a little girl cry.
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

Jim Dandy to the rescue!
Jim Dandy to the rescue!
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

I was riding on a submarine
Got a message from my mermaid queen.
She was hanging on a fishing line.
Mr. Dandy didn't waste no time!
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

Once upon a time, I went to Maine.
Got a ticket on a DC plane.
Mr. Dandy didn't need no chute!
I was high and ready to boot!
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!

Jim Dandy to the rescue!
Jim Dandy to the rescue!
Jim Dandy to the rescue!
Go, Jim Dandy! Go, Jim Dandy!",213,42
AC/DC,Back in Business,Rock,"Back in black
I hit the sack
I've been too long, I'm glad to be back
Yes I'm let loose
From the noose
That's kept me hanging around
I keep looking at the sky
'Cause it's gettin' me high
Forget the hearse 'cause I'll never die
I got nine lives
Cat's eyes
Usin' every one of them and running wild

'Cause I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black

Back in the back
Of a Cadillac
Number one with a bullet and my power pack
Yes, I'm in a bang
With a gang
They've got to catch me if they want me to hang
'Cause I'm back on the track
And I'm beatin' the flak
Nobody's gonna get me on another rap
So look at me now
'Cause I'm just makin' my way
Don't try to push your luck, just get out of my way

Well, I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black

Well, I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black

Well I'm back (I'm back)
Back (I'm back)
Back (I'm back)
Back (I'm back)
Back (I'm back)
Back
Back in black
Yes, I'm back in black

Outta sight",242,60
Paul Carrack,"What's Going On - Live in Holland, 2012",Rock,"Hey!, if we can solve any problem
Then why do we lose so many tears
Oh, and so you go again
When the leading man appears
Always the same thing
Can't you see, we've got everything goin' on and on and on

Every time you go away you take a piece of me with you
Every time you go away you take a piece of me with you

Go on and go free, yeah
Maybe you're too close to see
I can feel yor body move
It doesn't mean that much to me
I can't go on sayin' the same thing
Just can't you see, we've got everything do you even know we know

Every time you go away you take a piece of me with you, oh
Every time you go away you take a piece of me with you

I can't go on sayin' the same thing
'Cause baby, cancha see, we've got everything goin' on and on and on
---",163,23
